symbol,date,open,high,low,close,volume,daily_price_change,price_range,price_direction,year,month,daily_return_pct,volatility,trend
CHTR,02-01-2014,137.15,137.6799,134.48,134.755,1119877,-2.395,3.1999,Bearish,2014,Jan,-1.746263215,3.1999,Bearish
CINF,02-01-2014,52.15,52.185,51.25,51.45,541030,-0.7,0.935,Bearish,2014,Jan,-1.342281879,0.935,Bearish
CI,02-01-2014,86.99,87.45,86.19,86.2,1021731,-0.79,1.26,Bearish,2014,Jan,-0.908150362,1.26,Bearish
CLX,02-01-2014,92.75,92.75,90.65,91.16,1353357,-1.59,2.1,Bearish,2014,Jan,-1.714285714,2.1,Bearish
CL,02-01-2014,64.89,65.03,64,64.3,3004468,-0.59,1.03,Bearish,2014,Jan,-0.909231006,1.03,Bearish
CMA,02-01-2014,47.24,47.43,46.84,46.85,1094704,-0.39,0.59,Bearish,2014,Jan,-0.82557155,0.59,Bearish
CMCSA,02-01-2014,25.9,25.95,25.635,25.725,19522498,-0.175,0.315,Bearish,2014,Jan,-0.675675676,0.315,Bearish
CME,02-01-2014,77.96,78.75,77.32,77.96,2070876,0,1.43,Bearish,2014,Jan,0,1.43,Bearish
CMG,02-01-2014,530,532.9599,521.53,523.43,456491,-6.57,11.4299,Bearish,2014,Jan,-1.239622642,11.4299,Bearish
CMI,02-01-2014,140.43,140.98,138.28,138.56,1533605,-1.87,2.7,Bearish,2014,Jan,-1.331624297,2.7,Bearish
CMS,02-01-2014,26.8,26.8,26.205,26.3,2218229,-0.5,0.595,Bearish,2014,Jan,-1.865671642,0.595,Bearish
CNC,02-01-2014,29.48,29.64,29.215,29.52,1005594,0.04,0.425,Bullish,2014,Jan,0.13568521,0.425,Bullish
CNP,02-01-2014,23.17,23.29,22.81,22.82,2980414,-0.35,0.48,Bearish,2014,Jan,-1.510574018,0.48,Bearish
COF,02-01-2014,76.61,77.73,76.6,77.25,3070336,0.64,1.13,Bullish,2014,Jan,0.835400078,1.13,Bullish
COG,02-01-2014,38.57,39.3,37.98,38.17,4825062,-0.4,1.32,Bearish,2014,Jan,-1.037075447,1.32,Bearish
COL,02-01-2014,74,74,72.952,73.11,731153,-0.89,1.048,Bearish,2014,Jan,-1.202702703,1.048,Bearish
COO,02-01-2014,123.25,123.97,122.29,123.05,320701,-0.2,1.68,Bearish,2014,Jan,-0.162271805,1.68,Bearish
COP,02-01-2014,70.27,70.92,69.53,69.78,4363288,-0.49,1.39,Bearish,2014,Jan,-0.697310374,1.39,Bearish
COST,02-01-2014,118.71,119.3,117.74,117.81,1618678,-0.9,1.56,Bearish,2014,Jan,-0.758150114,1.56,Bearish
COTY,02-01-2014,15.27,15.62,15.16,15.57,783829,0.3,0.46,Bullish,2014,Jan,1.964636542,0.46,Bullish
CPB,02-01-2014,43.08,43.23,42.68,43.04,2169184,-0.04,0.55,Bearish,2014,Jan,-0.092850511,0.55,Bearish
CRM,02-01-2014,55.2,55.21,54.4105,54.86,2739210,-0.34,0.7995,Bearish,2014,Jan,-0.615942029,0.7995,Bearish
CSCO,02-01-2014,22.17,22.29,21.91,22,44387713,-0.17,0.38,Bearish,2014,Jan,-0.766801985,0.38,Bearish
CSX,02-01-2014,28.61,28.67,28.19,28.25,4485698,-0.36,0.48,Bearish,2014,Jan,-1.258301293,0.48,Bearish
CTAS,02-01-2014,59.25,59.37,58.68,59.06,580415,-0.19,0.69,Bearish,2014,Jan,-0.320675105,0.69,Bearish
CTL,02-01-2014,31.74,31.82,31.51,31.65,4446283,-0.09,0.31,Bearish,2014,Jan,-0.283553875,0.31,Bearish
CTSH,02-01-2014,50.125,50.375,49.215,49.42,5559598,-0.705,1.16,Bearish,2014,Jan,-1.406483791,1.16,Bearish
CTXS,02-01-2014,63.04,63.19,61.97,62.49,1018355,-0.55,1.22,Bearish,2014,Jan,-0.872461929,1.22,Bearish
CVS,02-01-2014,71.16,71.37,70.18,70.4,4489516,-0.76,1.19,Bearish,2014,Jan,-1.068015739,1.19,Bearish
CVX,02-01-2014,124.46,124.88,123.71,124.14,4540472,-0.32,1.17,Bearish,2014,Jan,-0.257110718,1.17,Bearish
CXO,02-01-2014,106.44,108.84,101.42,103.14,1815364,-3.3,7.42,Bearish,2014,Jan,-3.100338219,7.42,Bearish
C,02-01-2014,52.03,52.4,51.81,52.27,16489767,0.24,0.59,Bullish,2014,Jan,0.461272343,0.59,Bullish
DAL,02-01-2014,27.26,28.05,27.26,27.7,11704363,0.44,0.79,Bullish,2014,Jan,1.614086574,0.79,Bullish
DE,02-01-2014,90.95,91.3,90.13,90.26,2462047,-0.69,1.17,Bearish,2014,Jan,-0.758658604,1.17,Bearish
DFS,02-01-2014,55.79,56,55.14,55.36,2756625,-0.43,0.86,Bearish,2014,Jan,-0.770747446,0.86,Bearish
DGX,02-01-2014,53.45,53.5,52.75,52.85,2857287,-0.6,0.75,Bearish,2014,Jan,-1.122544434,0.75,Bearish
DG,02-01-2014,60.38,61.62,60.38,61.2,6018218,0.82,1.24,Bullish,2014,Jan,1.358065585,1.24,Bullish
DHI,02-01-2014,21.81,22.035,21.635,21.83,6140313,0.02,0.4,Bullish,2014,Jan,0.091701055,0.4,Bullish
DHR,02-01-2014,76.66,77.01,76.1,76.45,2010443,-0.21,0.91,Bearish,2014,Jan,-0.273936864,0.91,Bearish
DISCA,02-01-2014,90.21,90.25,88.6,89.1,893462,-1.11,1.65,Bearish,2014,Jan,-1.230462255,1.65,Bearish
DISCK,02-01-2014,83.22,83.67,82.13,82.52,184546,-0.7,1.54,Bearish,2014,Jan,-0.841143956,1.54,Bearish
DISH,02-01-2014,57.99,58.15,57.02,57.75,1724368,-0.24,1.13,Bearish,2014,Jan,-0.413864459,1.13,Bearish
DIS,02-01-2014,76.04,76.5,75.9,76.27,5212460,0.23,0.6,Bullish,2014,Jan,0.302472383,0.6,Bullish
DLR,02-01-2014,49.63,50.829,49.3,49.47,2583986,-0.16,1.529,Bearish,2014,Jan,-0.322385654,1.529,Bearish
DLTR,02-01-2014,55.99,56.56,55.98,56.4,2424218,0.41,0.58,Bullish,2014,Jan,0.73227362,0.58,Bullish
DOV,02-01-2014,96.54,96.74,94.93,95.25,647793,-1.29,1.81,Bearish,2014,Jan,-1.336233686,1.81,Bearish
DPS,02-01-2014,48.86,48.93,47.48,47.67,1182288,-1.19,1.45,Bearish,2014,Jan,-2.435530086,1.45,Bearish
DRE,02-01-2014,15.25,15.25,14.97,15.05,2550464,-0.2,0.28,Bearish,2014,Jan,-1.31147541,0.28,Bearish
DRI,02-01-2014,54.18,54.34,53.295,53.32,1782716,-0.86,1.045,Bearish,2014,Jan,-1.587301587,1.045,Bearish
DTE,02-01-2014,66.4,66.44,65.22,65.26,1415319,-1.14,1.22,Bearish,2014,Jan,-1.71686747,1.22,Bearish
DUK,02-01-2014,69.2,69.24,68,68.14,3374033,-1.06,1.24,Bearish,2014,Jan,-1.531791908,1.24,Bearish
DVA,02-01-2014,63.36,65.16,63.19,64.78,2901903,1.42,1.97,Bullish,2014,Jan,2.241161616,1.97,Bullish
DVN,02-01-2014,61.69,61.84,60.92,61.16,2061600,-0.53,0.92,Bearish,2014,Jan,-0.859134382,0.92,Bearish
D,02-01-2014,64.61,64.64,63.441,63.58,2284519,-1.03,1.199,Bearish,2014,Jan,-1.594180467,1.199,Bearish
EA,02-01-2014,22.9,22.96,22.43,22.83,3550732,-0.07,0.53,Bearish,2014,Jan,-0.305676856,0.53,Bearish
EBAY,02-01-2014,54.97,55,53.9,53.94,9980763,-1.03,1.1,Bearish,2014,Jan,-1.873749318,1.1,Bearish
ECL,02-01-2014,103.58,104.42,103.41,103.79,814936,0.21,1.01,Bullish,2014,Jan,0.202741842,1.01,Bullish
ED,02-01-2014,55.15,55.15,53.9,53.96,3337195,-1.19,1.25,Bearish,2014,Jan,-2.157751587,1.25,Bearish
EFX,02-01-2014,68.95,69.25,68.2,68.45,336346,-0.5,1.05,Bearish,2014,Jan,-0.725163162,1.05,Bearish
EIX,02-01-2014,46.06,46.491,45.41,45.43,2414961,-0.63,1.081,Bearish,2014,Jan,-1.367781155,1.081,Bearish
EL,02-01-2014,74.99,75.1,73.56,73.71,1084018,-1.28,1.54,Bearish,2014,Jan,-1.706894253,1.54,Bearish
EMN,02-01-2014,80.31,80.53,79.88,80.28,1612922,-0.03,0.65,Bearish,2014,Jan,-0.037355248,0.65,Bearish
EMR,02-01-2014,69.83,70.03,69.1006,69.3,1803110,-0.53,0.9294,Bearish,2014,Jan,-0.758986109,0.9294,Bearish
EOG,02-01-2014,83.285,83.978,82.03,82.51,2944140,-0.775,1.948,Bearish,2014,Jan,-0.930539713,1.948,Bearish
EQIX,02-01-2014,177.63,177.63,171.91,174.76,823185,-2.87,5.72,Bearish,2014,Jan,-1.615718066,5.72,Bearish
EQR,02-01-2014,51.74,52.305,51.55,51.99,1520619,0.25,0.755,Bullish,2014,Jan,0.483185157,0.755,Bullish
EQT,02-01-2014,89.88,90.19,88.12,88.73,807841,-1.15,2.07,Bearish,2014,Jan,-1.279483756,2.07,Bearish
ESRX,02-01-2014,70,70.41,69.77,69.955,2895590,-0.045,0.64,Bearish,2014,Jan,-0.064285714,0.64,Bearish
ESS,02-01-2014,141.79,147.54,141.79,146.3,725431,4.51,5.75,Bullish,2014,Jan,3.180760279,5.75,Bullish
ES,02-01-2014,42.35,42.42,41.7,41.72,2915300,-0.63,0.72,Bearish,2014,Jan,-1.487603306,0.72,Bearish
ETFC,02-01-2014,19.71,19.86,19.58,19.81,3115394,0.1,0.28,Bullish,2014,Jan,0.507356672,0.28,Bullish
ETN,02-01-2014,75.74,75.99,75.18,75.49,3774166,-0.25,0.81,Bearish,2014,Jan,-0.330076578,0.81,Bearish
ETR,02-01-2014,63.35,63.39,61.71,61.84,1206645,-1.51,1.68,Bearish,2014,Jan,-2.383583268,1.68,Bearish
EW,02-01-2014,32.84,33.22,32.595,32.96,1670338,0.12,0.625,Bullish,2014,Jan,0.365408039,0.625,Bullish
EXC,02-01-2014,27.46,27.58,27.16,27.17,4983758,-0.29,0.42,Bearish,2014,Jan,-1.056081573,0.42,Bearish
EXPD,02-01-2014,44.31,44.48,43.34,43.49,782942,-0.82,1.14,Bearish,2014,Jan,-1.850598059,1.14,Bearish
EXPE,02-01-2014,69.08,69.69,68.56,69.21,1399901,0.13,1.13,Bullish,2014,Jan,0.188187609,1.13,Bullish
EXR,02-01-2014,42.09,42.15,41.48,41.79,491126,-0.3,0.67,Bearish,2014,Jan,-0.712758375,0.67,Bearish
FAST,02-01-2014,47.51,47.61,46.45,46.7,1532639,-0.81,1.16,Bearish,2014,Jan,-1.704904231,1.16,Bearish
FBHS,02-01-2014,45.5,46.04,45.2,45.43,1024930,-0.07,0.84,Bearish,2014,Jan,-0.153846154,0.84,Bearish
FB,02-01-2014,54.83,55.22,54.19,54.71,43257622,-0.12,1.03,Bearish,2014,Jan,-0.218858289,1.03,Bearish
FCX,02-01-2014,37.69,38.09,37.44,37.63,9047737,-0.06,0.65,Bearish,2014,Jan,-0.15919342,0.65,Bearish
FDX,02-01-2014,142.9,144.39,139.5693,139.77,3360745,-3.13,4.8207,Bearish,2014,Jan,-2.190342897,4.8207,Bearish
FE,02-01-2014,32.96,32.98,32.25,32.38,3431905,-0.58,0.73,Bearish,2014,Jan,-1.759708738,0.73,Bearish
FFIV,02-01-2014,90.42,90.47,88.445,88.89,1039619,-1.53,2.025,Bearish,2014,Jan,-1.692103517,2.025,Bearish
FISV,02-01-2014,59.05,59.22,57.99,58.2,1028767,-0.85,1.23,Bearish,2014,Jan,-1.439458086,1.23,Bearish
FIS,02-01-2014,53.4,53.55,52.79,53,986757,-0.4,0.76,Bearish,2014,Jan,-0.74906367,0.76,Bearish
FITB,02-01-2014,20.94,21.06,20.83,20.87,6971216,-0.07,0.23,Bearish,2014,Jan,-0.334288443,0.23,Bearish
FLIR,02-01-2014,29.92,30.01,29.07,29.11,781424,-0.81,0.94,Bearish,2014,Jan,-2.707219251,0.94,Bearish
FLR,02-01-2014,79.82,80.2,78.79,78.87,1206471,-0.95,1.41,Bearish,2014,Jan,-1.1901779,1.41,Bearish
FLS,02-01-2014,78.17,78.46,76.99,77.3,1400867,-0.87,1.47,Bearish,2014,Jan,-1.112958936,1.47,Bearish
FL,02-01-2014,41.36,41.52,40.59,40.78,1559184,-0.58,0.93,Bearish,2014,Jan,-1.402321083,0.93,Bearish
FMC,02-01-2014,75.27,75.38,74.33,74.53,605886,-0.74,1.05,Bearish,2014,Jan,-0.983127408,1.05,Bearish
FOXA,02-01-2014,35.47,35.75,35.27,35.63,11035482,0.16,0.48,Bullish,2014,Jan,0.451085424,0.48,Bullish
FOX,02-01-2014,34.58,35.18,34.45,35.04,1978530,0.46,0.73,Bullish,2014,Jan,1.330248699,0.73,Bullish
FRT,02-01-2014,101.38,101.84,100.366,100.9,501833,-0.48,1.474,Bearish,2014,Jan,-0.473466167,1.474,Bearish
FTI,02-01-2014,51.94,52.21,50.861,51.25,1964533,-0.69,1.349,Bearish,2014,Jan,-1.328455911,1.349,Bearish
F,02-01-2014,15.42,15.45,15.28,15.44,31544161,0.02,0.17,Bullish,2014,Jan,0.129701686,0.17,Bullish
GD,02-01-2014,94.85,95.53,94.54,94.75,1816353,-0.1,0.99,Bearish,2014,Jan,-0.105429626,0.99,Bearish
GE,02-01-2014,27.86,27.94,27.41,27.5,41503781,-0.36,0.53,Bearish,2014,Jan,-1.292175162,0.53,Bearish
GGP,02-01-2014,20.08,20.12,19.86,20.04,4861847,-0.04,0.26,Bearish,2014,Jan,-0.199203187,0.26,Bearish
GILD,02-01-2014,75.205,75.59,74.39,75.21,8281053,0.005,1.2,Bullish,2014,Jan,0.006648494,1.2,Bullish
GIS,02-01-2014,49.6,49.68,49.27,49.4,2205527,-0.2,0.41,Bearish,2014,Jan,-0.403225806,0.41,Bearish
GLW,02-01-2014,17.74,17.81,17.62,17.77,7571718,0.03,0.19,Bullish,2014,Jan,0.169109357,0.19,Bullish
GM,02-01-2014,40.68,41.0599,40.34,40.95,14764415,0.27,0.7199,Bullish,2014,Jan,0.663716814,0.7199,Bullish
GOOGL,02-01-2014,558.2877,559.4339,554.6842,557.1166,3641796,-1.1711,4.7497,Bearish,2014,Jan,-0.209766398,4.7497,Bearish
GPC,02-01-2014,83.1,83.1299,81.63,81.92,545102,-1.18,1.4999,Bearish,2014,Jan,-1.419975933,1.4999,Bearish
GPN,02-01-2014,32.445,32.745,32.445,32.725,1658578,0.28,0.3,Bullish,2014,Jan,0.862998921,0.3,Bullish
GPS,02-01-2014,39.09,39.63,38.66,38.72,4785190,-0.37,0.97,Bearish,2014,Jan,-0.94653364,0.97,Bearish
GRMN,02-01-2014,45.75,45.835,44.56,44.95,1830255,-0.8,1.275,Bearish,2014,Jan,-1.74863388,1.275,Bearish
GS,02-01-2014,176.95,178.38,176.36,176.89,1990643,-0.06,2.02,Bearish,2014,Jan,-0.033907884,2.02,Bearish
GT,02-01-2014,23.67,23.74,23.31,23.53,2792843,-0.14,0.43,Bearish,2014,Jan,-0.591465991,0.43,Bearish
GWW,02-01-2014,254.7,255.48,252.82,253.06,285125,-1.64,2.66,Bearish,2014,Jan,-0.643894778,2.66,Bearish
HAL,02-01-2014,50.47,50.67,49.63,50.01,7420119,-0.46,1.04,Bearish,2014,Jan,-0.911432534,1.04,Bearish
HAS,02-01-2014,54.89,55.18,54.56,54.58,2326340,-0.31,0.62,Bearish,2014,Jan,-0.564765895,0.62,Bearish
HBAN,02-01-2014,9.6,9.66,9.53,9.54,7039144,-0.06,0.13,Bearish,2014,Jan,-0.625,0.13,Bearish
HBI,02-01-2014,17.455,17.54,17.205,17.3875,2123404,-0.0675,0.335,Bearish,2014,Jan,-0.386708679,0.335,Bearish
HCA,02-01-2014,47.39,48.4,47.26,47.77,2221061,0.38,1.14,Bullish,2014,Jan,0.801856932,1.14,Bullish
HCN,02-01-2014,53.15,53.6855,53.08,53.54,2575096,0.39,0.6055,Bullish,2014,Jan,0.733772342,0.6055,Bullish
HCP,02-01-2014,36.33,36.43,36,36.21,2100032,-0.12,0.43,Bearish,2014,Jan,-0.330305533,0.43,Bearish
HD,02-01-2014,82.11,82.57,81.8,82.02,4255086,-0.09,0.77,Bearish,2014,Jan,-0.109609061,0.77,Bearish
HES,02-01-2014,82.95,83,80.685,81.12,2755967,-1.83,2.315,Bearish,2014,Jan,-2.206148282,2.315,Bearish
HIG,02-01-2014,36.1,36.13,35.38,35.4,3545824,-0.7,0.75,Bearish,2014,Jan,-1.939058172,0.75,Bearish
HII,02-01-2014,89.63,90.08,87.42,87.91,479111,-1.72,2.66,Bearish,2014,Jan,-1.919000335,2.66,Bearish
HOG,02-01-2014,69.19,69.25,68.42,68.56,1022542,-0.63,0.83,Bearish,2014,Jan,-0.910536205,0.83,Bearish
HOLX,02-01-2014,22.22,22.3,21.91,21.94,2475125,-0.28,0.39,Bearish,2014,Jan,-1.260126013,0.39,Bearish
HON,02-01-2014,90.96,91.14,90.05,90.32,1744307,-0.64,1.09,Bearish,2014,Jan,-0.703605981,1.09,Bearish
HP,02-01-2014,83.95,84.28,82.03,82.25,953505,-1.7,2.25,Bearish,2014,Jan,-2.02501489,2.25,Bearish
HRB,02-01-2014,28.99,29.41,28.95,29.38,1835433,0.39,0.46,Bullish,2014,Jan,1.34529148,0.46,Bullish
HRL,02-01-2014,22.555,22.585,22.315,22.315,1371966,-0.24,0.27,Bearish,2014,Jan,-1.064065617,0.27,Bearish
HRS,02-01-2014,69.63,69.65,68.08,68.48,601686,-1.15,1.57,Bearish,2014,Jan,-1.65158696,1.57,Bearish
